Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
diamond peak ski education foundation ,94-3015906,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 5591  89450-5591,incline vlg,Nevada,,,,"$758,628.00","$258,691.00"
diamond natural resources protection & conservation associat ,80-0652702,Educational Institutions and Related Activities,N/A, PO BOX 13  89316-0013,eureka,Nevada,,,,$0.00,$0.00
diamond dawgs nv club baseball ,82-1687285,"Recreation, Sports, Leisure, Athletics",N/A, 2622 RIDGEWATER CIR  89074-1273,henderson,Nevada,,,,$0.00,$0.00
disabled american veterans auxiliary inc 1 reno nv,82-1074924,Patriotic activities,N/A, 673 PINE MEADOWS DR APT 4  89431-5237,sparks,Nevada,,,,$0.00,$0.00
disabled american veterans 7 carson city,23-7249260,Employee or member welfare association,N/A, PO BOX 861  89702-0861,carson city,Nevada,,,,$0.00,$0.00
disabled american veterans 15 pahrump,31-1123064,Patriotic activities,N/A, PO BOX 1852  89041-1852,pahrump,Nevada,,,,$0.00,$0.00
disabled american veterans 13 sunrise mountain,31-1023981,Patriotic activities,N/A, 4096 CRETE LN APT A  89103-2549,las vegas,Nevada,,,,"$26,130.00","$36,692.00"
disabled american veterans 12 black mountain,31-1000978,Patriotic activities,N/A, PO BOX 91408  89009-1408,henderson,Nevada,,,,"$14,816.00","$737,674.00"
disabled american veterans 1 reno,88-6000890,Patriotic activities,N/A, PO BOX 994  89504-0994,reno,Nevada,,,,"$61,485.00","$34,325.00"
disability resources inc ,88-0304922,Human Services - Multipurpose and Other,N/A, 50 E GREG ST STE 102  89431-6595,sparks,Nevada,,,,"$1,829,263.00","$697,404.00"
disabled american veterans auxiliary inc 7 unit carson city,82-2732829,Patriotic activities,N/A, 307 ALLOUETTE WAY  89701-4568,carson city,Nevada,,,,$0.00,$0.00
disabled american veterans auxiliary inc 15 pahrump,45-0481179,,N/A, PO BOX 2022  89041-2022,pahrump,Nevada,,,,$0.00,$0.00
disabled american veterans auxiliary inc 13 sunrise mountain,31-1032998,Patriotic activities,N/A, 6224 AMORY ST  89081-6564,n las vegas,Nevada,,,,$0.00,$0.00
disabled american veterans auxiliary inc 12 black mountain nevada,06-1818758,Patriotic activities,N/A, 746 WIGAN PIER DR  89002-6585,henderson,Nevada,,,,$0.00,$0.00
diversified community services cdc ,27-4220864,Educational Institutions and Related Activities,N/A, 2820 E LAKE MEAD BLVD  89030-6514,n las vegas,Nevada,,,,"$413,930.00","$19,416.00"
dito devcar foundation inc ,68-0314645,Rehabilitating alcoholics drug abusers compulsive gamblers etc,N/A, 9505 HILLWOOD DR STE 100  89134-0514,las vegas,Nevada,,,,"$505,347.00","$4,549,089.00"
district artz ,47-4287783,"Arts, Culture and Humanities",N/A, 3863 S VALLEY VIEW BLVD STE 27  89103-2948,las vegas,Nevada,http://District Artz,,,$0.00,$0.00
district 46 lions camp lotza fun camp lotza fun,47-1570405,Youth Development,N/A, PO BOX 571937  89157-1937,las vegas,Nevada,,,,"$14,148.00","$18,394.00"
discovery point ministries ,82-3752119,"Mental Health, Crisis Intervention",N/A, 3776 WEST ANN ROAD  89031-3862,north las vegas,Nevada,,,,$0.00,$0.00
discovery church of the assemblies of god las vegas discovery church,26-0080264,Church synagogue etc,N/A, 4310 LOSEE RD  89030-3327,north las vegas,Nevada,,,,$0.00,$0.00
discovery childrens museum childrens museum,94-2943891,"Arts, Culture and Humanities",N/A, 360 PROMENADE PL  89106-1470,las vegas,Nevada,,,,"$4,361,975.00","$47,480,614.00"
discipleship and evangelism of women worldwide - d e w w ,88-0273970,"Religion-Related, Spiritual Development",N/A, PO BOX 18370  89511-0370,reno,Nevada,mailto:pdfdeww@aol.com,,,$0.00,$0.00
discipler training international ,88-0455815,"Religion-Related, Spiritual Development",N/A, 7898 ZINFANDEL CT  89506-2920,reno,Nevada,,,,"$38,436.00","$14,832.00"
disabled american veterans dept of nevada,88-0191079,"Public, Society Benefit - Multipurpose and Other",N/A, 2775 MEADOW PARK AVE  89052-7023,henderson,Nevada,http://www.davnevada.org,,,"$316,967.00","$280,530.00"
disabled american veterans auxiliary inc nevada state dept,33-1201587,,N/A, 2775 MEADOW PARK AVE  89052-7023,henderson,Nevada,,,,$0.00,$0.00
do good feel good family foundation ,46-4181043,Human Services - Multipurpose and Other,N/A, 526 S TONOPAH DR  89106-4043,las vegas,Nevada,,,,"$153,336.00","$12,002.00"
dmbradley ii family foundation ,81-5462476,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2777 PARADISE RD UNIT 2606  89109-9118,las vegas,Nevada,,,,$0.00,$0.00
djm nevada ,38-3792492,Human Services - Multipurpose and Other,N/A, 7350 PAH RAH DR  89436-9081,sparks,Nevada,,,,$0.00,$0.00
dixie may foundation ,20-5485948,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 4303 CUTTING HORSE CIR  89519-2998,reno,Nevada,,,,"$17,246.00","$257,164.00"
divorced & widowed adjustment inc ,88-0205349,"Mental Health, Crisis Intervention",N/A, PO BOX 12042  89112-0042,las vegas,Nevada,http://www.info4nv.org,,,$0.00,$0.00
divine mission ,88-0332689,"Religion-Related, Spiritual Development",N/A, PO BOX 529  89428-0529,silver city,Nevada,http://www.satyachetana.org/dm/,,,$0.00,$0.00
divine light spiritual center for empowered living ,01-0951351,Human Services - Multipurpose and Other,N/A, 9004 ROCKVILLE AVE  89143-2304,las vegas,Nevada,,,,$0.00,$0.00
divine kingdom ,27-2557258,"Religion-Related, Spiritual Development",N/A, 3922 BLUE GULL ST  89032-6602,n las vegas,Nevada,,,,$0.00,$0.00
divine holiness christian temple ,57-1199249,"Religion-Related, Spiritual Development",N/A, 1007 DAWN VALLEY DR  89031-6608,n las vegas,Nevada,,,,$0.00,$0.00
divine deed doers ,27-4410502,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2410 N DECATUR BLVD  89108-2994,las vegas,Nevada,,,,"$112,336.00","$3,110.00"
divine angel service ,82-3554814,"Arts, Culture and Humanities",N/A, 2228 REVERE ST  89030-4011,n las vegas,Nevada,,,,$0.00,$0.00
domestic violence intervention inc ,88-0192266,Human Services - Multipurpose and Other,N/A, PO BOX 2231  89407-2231,fallon,Nevada,,,,"$127,613.00","$48,390.00"
domaracki family foundation ,46-1630219,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2901 VALVENT CT  89044-0367,henderson,Nevada,,,,"$120,257.00","$516,238.00"
doina romanian-american society of las vegas inc ,88-0455906,"Arts, Culture and Humanities",N/A, 711 RANCHO CIR  89107-4619,las vegas,Nevada,,,,$0.00,$0.00
dogs on board rescue inc ,01-0972531,Animal-Related,N/A, 500 HAYBALE DR  89441-5564,sparks,Nevada,,,,$0.00,$0.00
doggidy doo ,46-5030241,Animal-Related,N/A, 8275 S EASTERN AVE STE 200  89123-2545,las vegas,Nevada,http://doggidydoo.org,,,$0.00,$0.00
dog town ,05-0587246,Animal-Related,N/A, PO BOX 2978  89702-2978,carson city,Nevada,http://www.dogtownrescue.com,,,"$72,507.00","$31,187.00"
dodson booster club ,31-1638074,Educational Institutions and Related Activities,N/A, 4355 HOUSTON DR  89502-4985,reno,Nevada,,,,$0.00,$0.00
doberman rescue of nevada inc ,27-0898933,Animal-Related,N/A, 6380 GOLDEN GOOSE LN  89118-1949,las vegas,Nevada,http://www.drnv.org,,,$0.00,$0.00
doberman pinscher club of america las vegas,23-7158598,Animal-Related,N/A, 3180 SHADOWRIDGE AVE  89120-3467,las vegas,Nevada,,,,$0.00,$0.00
do the ride thing ,47-4918426,"Community Improvement, Capacity Building",N/A, PO BOX 13915  89507-3915,reno,Nevada,http://www.dotheridethingnevada.org,,,$0.00,$0.00
do right foundation ,36-7160651,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2540 S MARYLAND PKWY 178  89109-1627,las vegas,Nevada,,,,"$748,523.00","$2,530,783.00"
donner springs community church sbc ,94-3141713,Church synagogue etc,N/A, PO BOX 7314  89510-7314,reno,Nevada,,,,$0.00,$0.00
donn owen steward foundation ,45-4423590,Health - General and Rehabilitative,N/A, 204 W SPEAR ST NUM S250  89703-4160,carson city,Nevada,,,,$160.00,$25.00
dong il presbyterian church of las vegas ,80-0171931,"Religion-Related, Spiritual Development",N/A, 6985 W SAHARA AVE STE 203  89117-2822,las vegas,Nevada,,,,$0.00,$0.00
donateschoolbooks org ,81-3727738,Educational Institutions and Related Activities,N/A, 9148 SPIRIT CANYON AVE  89149-3233,las vegas,Nevada,,,,$0.00,$0.00
donald w reynolds foundation ,71-6053383,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 34149  89133-4149,las vegas,Nevada,,,,"$105,959,628.00","$37,166,733.00"
donald brian miselis foundation donald miselis ttee,47-3481018,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 3159  89449-3159,stateline,Nevada,,,,$0.00,"$187,270.00"
donald and jean tang family foundation tang donald w ttee,94-6740588,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 8960 SPANISH RIDGE AVE  89148-1302,las vegas,Nevada,,,,"$28,006.00","$21,049.00"
don hudson foundation inc ,34-1852232,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2375 E TROPICANA AVE STE 8 # 204  89119-8329,las vegas,Nevada,,,,"$200,256.00","$533,717.00"
don & joy mccloud ministries ,46-5157415,Church synagogue etc,N/A, 2141 W SCALES WAY  89060-2337,pahrump,Nevada,,,,$0.00,$0.00
dominic daws charitable trust 71310 00 ,82-6072520,,N/A, 6325 S RAINBOW BLVD STE 300  89118-3278,las vegas,Nevada,,,,"$32,289.00","$52,699.00"
domestic violence resource center ,94-2605396,Human Services - Multipurpose and Other,N/A, 1735 VASSAR ST  89502-2720,reno,Nevada,,,,"$2,047,077.00","$3,472,276.00"
doral academy of nevada foundation ,47-3044051,Educational Institutions and Related Activities,N/A, 610 CROSSBRIDGE DR  89138-6113,las vegas,Nevada,,,,"$84,872.00","$51,114.00"
doral academy of nevada fire mesa ptso ,47-4539641,Educational Institutions and Related Activities,N/A, 2568 FIRE MESA ST  89128-0000,las vegas,Nevada,,,,"$74,253.00","$7,908.00"
doral academy of nevada cactus ptso ,47-1565426,Educational Institutions and Related Activities,N/A, 9025 W CACTUS AVENUE  89178-0000,las vegas,Nevada,,,,"$80,776.00","$10,648.00"
doral academy of nevada ,46-1907920,Educational Institutions and Related Activities,N/A, 6630 SURREY ST  89119-3928,las vegas,Nevada,,,,$0.00,$0.00
dopamind boxing and cycling inc ,47-1049404,"Recreation, Sports, Leisure, Athletics",N/A, 5974 EDMOND ST  89118-2856,las vegas,Nevada,,,,$0.00,$0.00
doral academy of northern nevada foundation ,82-2760131,Educational Institutions and Related Activities,N/A, 6630 SURREY ST  89119-3928,las vegas,Nevada,,,,$0.00,$0.00
doral academy of northern nevada ,81-5173587,Educational Institutions and Related Activities,N/A, 6630 SURREY ST  89119-3928,las vegas,Nevada,,,,$0.00,$0.00
doral academy of nevada pebble ptso ,82-2374087,Educational Institutions and Related Activities,N/A, 7191 DAINTREE CT  89113-3303,las vegas,Nevada,,,,$0.00,$0.00
doorways prep inc ,27-1553230,Human Services - Multipurpose and Other,N/A, 8225 BELMONT VALLEY ST  89123-2465,las vegas,Nevada,http://Doorways Prep Inc,,,$0.00,$0.00
door of hope fellowship ,88-0404513,"Religion-Related, Spiritual Development",N/A, 4330 L V BLVD N SUITE 31  89115-0566,las vegas,Nevada,,,,$0.00,$0.00
doolittle institute inc ,46-0684933,"Science and Technology Research Institutes, Services",N/A, 3773 HOWARD HUGHES PARKWAY  89169-0949,las vegas,Nevada,,,,"$4,960,558.00","$4,392,905.00"
double nickel foundation ,45-3757119,Human Services - Multipurpose and Other,N/A, 2505 ANTHEM VILLAGE DRIVE  89052-5505,henderson,Nevada,,,,"$191,896.00","$242,657.00"
double diamond parent teachers organization ,68-0537664,Educational Institutions and Related Activities,N/A, 1200 S MEADOWS PKWY  89521-4811,reno,Nevada,,,,$0.00,$0.00
doted lines inc ,47-3151153,Human Services - Multipurpose and Other,N/A, 3395 S JONES BLVD UNIT 415  89146-6729,las vegas,Nevada,,,,$0.00,$0.00
dorzell king ministries ,42-1661371,"Religion-Related, Spiritual Development",N/A, 805 S VIRGINIA ST 137  89502-2413,reno,Nevada,,,,$0.00,$0.00
dorothy towne foundation inc ,88-0388909,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 510 W PLUMB LN STE B  89509-3693,reno,Nevada,,,,"$20,713.00","$1,414,821.00"
dorothy lemelson foundation ,45-5079187,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 300 E 2ND ST STE 1510  89501-1591,reno,Nevada,,,,"$2,244,820.00","$1,944,144.00"
dorothy l coverson foundation ,47-0971971,Health - General and Rehabilitative,N/A, 1810 E SAHARA AVE STE 205  89104-3707,las vegas,Nevada,,,,$0.00,$0.00
dorcas womens club ,47-1611655,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 12  89010-0012,dyer,Nevada,,,,$0.00,$0.00
doral red rock ptso ,81-3625255,Educational Institutions and Related Activities,N/A, 626 CROSSBRIDGE DR  89138-6113,las vegas,Nevada,,,,$0.00,$0.00
doral academy ptso ,46-3743813,"Recreation, Sports, Leisure, Athletics",N/A, 9625 W SADDLE AVE  89147-8089,las vegas,Nevada,,,,"$67,882.00","$8,467.00"
doral academy of northern nevada pto ,82-3025480,Educational Institutions and Related Activities,N/A, 200 DE SPAIN LN  89511-6071,reno,Nevada,,,,$0.00,$0.00
douglas county historical society ,88-6006988,"Arts, Culture and Humanities",N/A, 1477 HWY 395  89410-5570,gardnerville,Nevada,,,,"$195,985.00","$479,686.00"
douglas county employees association inc ,88-0194922,Association of employees,N/A, PO BOX 1265  89423-1265,minden,Nevada,,,,$0.00,$0.00
douglas county education foundation inc ,88-0201645,Gifts grants or loans to other organizations,N/A, PO BOX 91  89423-0091,minden,Nevada,,,,$0.00,$0.00
douglas county contractors association ,88-0310010,200,N/A, PO BOX 1655  89423-1655,minden,Nevada,,,,$0.00,$0.00
douglas county community foundation ,26-1597870,"Community Improvement, Capacity Building",N/A, PO BOX 3390  89449-3390,stateline,Nevada,,,,$0.00,"$2,914.00"
douglas county professional education assoc ,88-6022750,Professional association,N/A, PO BOX 131  89410-0131,gardnerville,Nevada,,,,"$175,043.00","$109,908.00"
douglas county bar association ,26-0511493,"Community Improvement, Capacity Building",N/A, PO BOX 2397  89423-2397,minden,Nevada,,,,$0.00,$0.00
douglas county backpack buddies program ,81-1442001,Human Services - Multipurpose and Other,N/A, 1295 BRIDLE WAY  89423-8851,minden,Nevada,,,,"$54,046.00","$315,903.00"
douglas center for hope and healing ,45-1509944,Human Services - Multipurpose and Other,N/A, 1643 ESMERALDA AVE  89423-4203,minden,Nevada,,,,$0.00,$0.00
douglas boys high school lacrosse ,82-4256078,"Recreation, Sports, Leisure, Athletics",N/A, 2192 MEL DR  89410-6159,gardnerville,Nevada,,,,$0.00,$0.00
douglas animal welfare group ,30-0028975,Animal-Related,N/A, PO BOX 1850  89410-1850,gardnerville,Nevada,,,,"$109,447.00","$494,701.00"
douglas j green memorial foundation ,45-3671557,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 370061  89137-0061,las vegas,Nevada,,,,"$57,589.00","$20,945.00"
douglas dolfins swim team inc ,88-0141269,Youth Development,N/A, 963 TOPSY LN STE 306 # 166  89705-8407,carson city,Nevada,,,,"$163,344.00","$14,956.00"
douglas county sheriffs mounted posse inc ,88-0434162,Educational Institutions and Related Activities,N/A, PO BOX 1894  89423-1894,minden,Nevada,,,,$0.00,$0.00
douglas county sheriffs advisory council ,20-1308918,,N/A, PO BOX 1002  89423-1002,minden,Nevada,,,,"$225,053.00","$264,907.00"
douglas county search and rescue ,68-0073409,Rescue and emergency service,N/A, PO BOX 1306  89423-1306,minden,Nevada,http://www.douglassar.org,,,$0.00,$0.00
douglas county public library foundation ,88-0430481,Educational Institutions and Related Activities,N/A, 1625 LIBRARY LN  89423-4420,minden,Nevada,http://www.douglascountynv.gov/93/Library,,,$0.00,$0.00
down syndrome organization of southern nevada ,94-3040560,Boy Scouts Girl Scouts etc,N/A, 5300 VEGAS DR  89108-2347,las vegas,Nevada,,,,"$307,344.00","$615,509.00"
down syndrome network of northern nevada ,26-1125332,"Diseases, Disorders, Medical Disciplines",N/A, 316 CALIFORNIA AVE 436  89509-1650,reno,Nevada,http://dsnnn.org,,,"$93,062.00","$59,581.00"
dove international ,94-2814285,Church synagogue etc,N/A, PO BOX 93118-169  89193-3118,las vegas,Nevada,,,,$0.00,$0.00
douglas rodeo club inc ,26-3386694,"Recreation, Sports, Leisure, Athletics",N/A, 4800 AMY RD  89510-8755,reno,Nevada,,,,$0.00,$0.00
douglas lacrosse ,82-2871779,"Recreation, Sports, Leisure, Athletics",N/A, 729 INDIAN TRAIL RD  89460-6507,gardnerville,Nevada,,,,$0.00,$0.00
dr miriam and sheldon g adelson adelson sheldon g ttee,88-6063073,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 410 S RAMPART BLVD STE 440  89145-5726,las vegas,Nevada,,,,"$221,350,144.00","$327,827,073.00"
dr miriam & sheldon g adelson campus for jewish life inc ,47-3266822,"Religion-Related, Spiritual Development",N/A, 410 SOUTH RAMPART BOULEVARD ROOM 44  89145-5726,las vegas,Nevada,,,,"$392,893.00","$4,435,069.00"
dr miriam & sheldon adelson clinic drug abuse treatment research inc ,88-0401489,Health - General and Rehabilitative,N/A, 3661 S MARYLAND PKWY STE 64  89169-3005,las vegas,Nevada,,,,"$7,014,137.00","$5,221,207.00"
dpm family foundation ,45-3530104,Human Services - Multipurpose and Other,N/A, 2010 PRAY MEADOW ROAD B498  89413-7716,glenbrook,Nevada,,,,$1.00,$1.00
downtown theatre group ,47-3704140,"Arts, Culture and Humanities",N/A, 6123 PATRIOTS POINT CT  89108-4301,las vegas,Nevada,,,,$0.00,$0.00
downtown las vegas soccer club ,20-2683627,"Recreation, Sports, Leisure, Athletics",N/A, 900 S VALLEY VIEW BLVD STE 175  89107-4417,las vegas,Nevada,,,,"$1,635,883.00","$401,533.00"
downtown las vegas alliance ,26-2775235,"Community Improvement, Capacity Building",N/A, 100 N CITY PKWY STE 750  89106-4614,las vegas,Nevada,,,,"$165,728.00","$104,001.00"
downtown improvement association inc ,52-2241612,"Community Improvement, Capacity Building",N/A, PO BOX 1001  89504-1001,reno,Nevada,http://radreno.org,,,$0.00,$0.00
downtown faith ,81-0713107,"Religion-Related, Spiritual Development",N/A, 908 SWEENEY AVE  89104-1658,las vegas,Nevada,,,,$0.00,$0.00
downtown business association ,88-0217143,200,N/A, PO BOX 2609  89803-2609,elko,Nevada,,,,"$161,656.00","$198,091.00"
